辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形),語彙素ID
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,経済,経済,ケイザイ,名詞-普通名詞-一般,,,ケーザイ,ケイザイ,漢,経済,ケイザイ,10945
,I,財政,財政,ザイセイ,名詞-普通名詞-一般,,,ザイセー,ザイセイ,漢,財政,ザイセイ,14788
,I,政策,政策,セイサク,名詞-普通名詞-一般,,,セーサク,セイサク,漢,政策,セイサク,19796
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,基本,基本,キホン,名詞-普通名詞-一般,,,キホン,キホン,漢,基本,キホン,8809
,I,方針,方針,ホウシン,名詞-普通名詞-一般,,,ホーシン,ホウシン,漢,方針,ホウシン,34473
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,申し述べ,申し述べる,モウシノベル,動詞-一般,下一段-バ行,連用形-一般,モーシノベ,モウシノベ,和,申し述べる,モウシノベル,37602
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,この,此の,コノ,連体詞,,,コノ,コノ,和,この,コノ,12905
,I,内閣,内閣,ナイカク,名詞-普通名詞-一般,,,ナイカク,ナイカク,漢,内閣,ナイカク,27449
,I,で,で,デ,助詞-格助詞,,,デ,デ,和,で,デ,25518
,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,「,「,,補助記号-括弧開,,,,,記号,「,,33
,I,経済,経済,ケイザイ,名詞-普通名詞-一般,,,ケーザイ,ケイザイ,漢,経済,ケイザイ,10945
,I,あっ,有る,アル,動詞-非自立可能,五段-ラ行,連用形-促音便,アッ,アッ,和,ある,アル,1216
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,財政,財政,ザイセイ,名詞-普通名詞-一般,,,ザイセー,ザイセイ,漢,財政,ザイセイ,14788
,I,」,」,,補助記号-括弧閉,,,,,記号,」,,34
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,考え,考える,カンガエル,動詞-一般,下一段-ア行,連用形-一般,カンガエ,カンガエ,和,考える,カンガエル,7514
,I,方,方,カタ,接尾辞-名詞的-一般,,,カタ,カタ,和,方,カタ,6596
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,基本,基本,キホン,名詞-普通名詞-一般,,,キホン,キホン,漢,基本,キホン,8809
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,「,「,,補助記号-括弧開,,,,,記号,「,,33
,I,強い,強い,ツヨイ,形容詞-一般,形容詞,連体形-一般,ツヨイ,ツヨイ,和,強い,ツヨイ,24791
,I,経済,経済,ケイザイ,名詞-普通名詞-一般,,,ケーザイ,ケイザイ,漢,経済,ケイザイ,10945
,I,」,」,,補助記号-括弧閉,,,,,記号,」,,34
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,構築,構築,コウチク,名詞-普通名詞-サ変可能,,,コーチク,コウチク,漢,構築,コウチク,12228
,I,する,為る,スル,動詞-非自立可能,サ行変格,連体形-一般,スル,スル,和,する,スル,19537
,I,ため,為,タメ,名詞-普通名詞-副詞可能,,,タメ,タメ,和,ため,タメ,22686
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,「,「,,補助記号-括弧開,,,,,記号,「,,33
,I,責任,責任,セキニン,名詞-普通名詞-一般,,,セキニン,セキニン,漢,責任,セキニン,20101
,I,ある,有る,アル,動詞-非自立可能,五段-ラ行,連体形-一般,アル,アル,和,ある,アル,1216
,I,積極,積極,セッキョク,名詞-普通名詞-一般,,,セッキョク,セッキョク,漢,積極,セッキョク,20177
,I,財政,財政,ザイセイ,名詞-普通名詞-一般,,,ザイセー,ザイセイ,漢,財政,ザイセイ,14788
,I,」,」,,補助記号-括弧閉,,,,,記号,」,,34
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,考え,考える,カンガエル,動詞-一般,下一段-ア行,連用形-一般,カンガエ,カンガエ,和,考える,カンガエル,7514
,I,方,方,カタ,接尾辞-名詞的-一般,,,カタ,カタ,和,方,カタ,6596
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,下,下,モト,名詞-普通名詞-副詞可能,,,モト,モト,和,下,モト,37818
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,戦略,戦略,センリャク,名詞-普通名詞-一般,,,センリャク,センリャク,漢,戦略,センリャク,20666
,I,的,的,テキ,接尾辞-形状詞的,,,テキ,テキ,漢,的,テキ,25076
,I,に,だ,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ,22916
,I,財政,財政,ザイセイ,名詞-普通名詞-一般,,,ザイセー,ザイセイ,漢,財政,ザイセイ,14788
,I,出動,出動,シュツドウ,名詞-普通名詞-サ変可能,,,シュツドー,シュツドウ,漢,出動,シュツドウ,16404
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,行い,行う,オコナウ,動詞-一般,五段-ワア行,連用形-一般,オコナイ,オコナイ,和,行う,オコナウ,4875
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,これ,此れ,コレ,代名詞,,,コレ,コレ,和,これ,コレ,13095
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,より,因る,ヨル,動詞-一般,五段-ラ行,連用形-一般,ヨリ,ヨリ,和,よる,ヨル,39521
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,所得,所得,ショトク,名詞-普通名詞-一般,,,ショトク,ショトク,漢,所得,ショトク,17040
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,増やし,増やす,フヤス,動詞-一般,五段-サ行,連用形-一般,フヤシ,フヤシ,和,増やす,フヤス,33031
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,消費,消費,ショウヒ,名詞-普通名詞-サ変可能,,,ショーヒ,ショウヒ,漢,消費,ショウヒ,16815
,I,マインド,マインド-mind,マインド,名詞-普通名詞-一般,,,マインド,マインド,外,マインド,マインド,35453
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,改善,改善,カイゼン,名詞-普通名詞-サ変可能,,,カイゼン,カイゼン,漢,改善,カイゼン,5795
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,事業,事業,ジギョウ,名詞-普通名詞-一般,,,ジギョー,ジギョウ,漢,事業,ジギョウ,17803
,I,収益,収益,シュウエキ,名詞-普通名詞-一般,,,シューエキ,シュウエキ,漢,収益,シュウエキ,16059
,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
,I,上がり,上がる,アガル,動詞-一般,五段-ラ行,連用形-一般,アガリ,アガリ,和,上がる,アガル,375
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,税率,税率,ゼイリツ,名詞-普通名詞-一般,,,ゼーリツ,ゼイリツ,漢,税率,ゼイリツ,20710
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,上げ,上げる,アゲル,動詞-非自立可能,下一段-ガ行,未然形-一般,アゲ,アゲ,和,上げる,アゲル,524
,I,ず,ず,ズ,助動詞,助動詞-ヌ,終止形-一般,ズ,ズ,和,ぬ,ヌ,19587
,I,とも,とも,トモ,助詞-接続助詞,,,トモ,トモ,和,とも,トモ,26641
,I,税収,税収,ゼイシュウ,名詞-普通名詞-一般,,,ゼーシュー,ゼイシュウ,漢,税収,ゼイシュウ,20700
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,増加,増加,ゾウカ,名詞-普通名詞-サ変可能,,,ゾーカ,ゾウカ,漢,増加,ゾウカ,21542
,I,さ,為る,スル,動詞-非自立可能,サ行変格,未然形-サ,サ,サ,和,する,スル,19537
,I,せる,せる,セル,助動詞,下一段-サ行,連体形-一般,セル,セル,和,せる,セル,20355
,I,こと,事,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,目指し,目指す,メザス,動詞-一般,五段-サ行,連用形-一般,メザシ,メザシ,和,目指す,メザス,37392
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,この,此の,コノ,連体詞,,,コノ,コノ,和,この,コノ,12905
,I,好,好,コウ,接頭辞,,,コー,コウ,漢,好,コウ,11833
,I,循環,循環,ジュンカン,名詞-普通名詞-サ変可能,,,ジュンカン,ジュンカン,漢,循環,ジュンカン,18390
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,実現,実現,ジツゲン,名詞-普通名詞-サ変可能,,,ジツゲン,ジツゲン,漢,実現,ジツゲン,17974
,I,する,為る,スル,動詞-非自立可能,サ行変格,連体形-一般,スル,スル,和,する,スル,19537
,I,こと,事,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,よっ,因る,ヨル,動詞-一般,五段-ラ行,連用形-促音便,ヨッ,ヨッ,和,よる,ヨル,39521
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,国民,国民,コクミン,名詞-普通名詞-一般,,,コクミン,コクミン,漢,国民,コクミン,12579
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,皆,皆,ミナ,名詞-普通名詞-副詞可能,,,ミナ,ミナ,和,皆,ミナ,36678
,I,様,様,サマ,接尾辞-名詞的-一般,,,サマ,サマ,和,様,サマ,14374
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,景気,景気,ケイキ,名詞-普通名詞-一般,,,ケーキ,ケイキ,漢,景気,ケイキ,10913
,I,回復,回復,カイフク,名詞-普通名詞-サ変可能,,,カイフク,カイフク,漢,回復,カイフク,5892
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,果実,果実,カジツ,名詞-普通名詞-一般,,,カジツ,カジツ,漢,果実,カジツ,6470
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,実感,実感,ジッカン,名詞-普通名詞-サ変可能,,,ジッカン,ジッカン,漢,実感,ジッカン,17926
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,いただき,頂く,イタダク,動詞-非自立可能,五段-カ行,連用形-一般,イタダキ,イタダキ,和,いただく,イタダク,2011
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,不安,不安,フアン,名詞-普通名詞-形状詞可能,,,フアン,フアン,漢,不安,フアン,32348
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,希望,希望,キボウ,名詞-普通名詞-サ変可能,,,キボー,キボウ,漢,希望,キボウ,8811
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,変え,変える,カエル,動詞-一般,下一段-ア行,連用形-一般,カエ,カエ,和,変える,カエル,5977
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,いき,行く,イク,動詞-非自立可能,五段-カ行,連用形-一般,イキ,イキ,和,いく,イク,1713
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,こう,こう,コウ,副詞,,,コー,コウ,和,こう,コウ,11822
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
,I,道筋,道筋,ミチスジ,名詞-普通名詞-一般,,,ミチスジ,ミチスジ,和,道筋,ミチスジ,36525
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,通じ,通ずる,ツウズル,動詞-一般,サ行変格,連用形-一般,ツージ,ツウジ,混,通ずる,ツウズル,24416
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,成長,成長,セイチョウ,名詞-普通名詞-サ変可能,,,セーチョー,セイチョウ,漢,成長,セイチョウ,19911
,I,率,率,リツ,名詞-普通名詞-一般,,,リツ,リツ,漢,率,リツ,40034
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,範囲,範囲,ハンイ,名詞-普通名詞-一般,,,ハンイ,ハンイ,漢,範囲,ハンイ,30315
,I,内,内,ナイ,接尾辞-名詞的-一般,,,ナイ,ナイ,漢,内,ナイ,27441
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,債務,債務,サイム,名詞-普通名詞-一般,,,サイム,サイム,漢,債務,サイム,13824
,I,残高,残高,ザンダカ,名詞-普通名詞-一般,,,ザンダカ,ザンダカ,混,残高,ザンダカ,14905
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,伸び率,伸び率,ノビリツ,名詞-普通名詞-一般,,,ノビリツ,ノビリツ,混,伸び率,ノビリツ,29169
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,抑え,押さえる,オサエル,動詞-一般,下一段-ア行,連用形-一般,オサエ,オサエ,和,抑える,オサエル,4890
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,政府,政府,セイフ,名詞-普通名詞-一般,,,セーフ,セイフ,漢,政府,セイフ,19974
,I,債務,債務,サイム,名詞-普通名詞-一般,,,サイム,サイム,漢,債務,サイム,13824
,I,残高,残高,ザンダカ,名詞-普通名詞-一般,,,ザンダカ,ザンダカ,混,残高,ザンダカ,14905
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,対,対,タイ,名詞-普通名詞-一般,,,タイ,タイ,漢,対,タイ,21660
,I,ＧＤＰ,ＧＤＰ,ジーディーピー,名詞-普通名詞-一般,,,ジーディーピー,ジーディーピー,記号,ＧＤＰ,ジーディーピー,18852
,I,比,比,ヒ,名詞-普通名詞-一般,,,ヒ,ヒ,漢,比,ヒ,31099
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,引き下げ,引き下げる,ヒキサゲル,動詞-一般,下一段-ガ行,連用形-一般,ヒキサゲ,ヒキサゲ,和,引き下げる,ヒキサゲル,31227
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,いく,行く,イク,動詞-非自立可能,五段-カ行,連体形-一般,イク,イク,和,いく,イク,1713
,I,こと,事,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
,I,で,だ,ダ,助動詞,助動詞-ダ,連用形-一般,デ,デ,和,だ,ダ,22916
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,財政,財政,ザイセイ,名詞-普通名詞-一般,,,ザイセー,ザイセイ,漢,財政,ザイセイ,14788
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,持続,持続,ジゾク,名詞-普通名詞-サ変可能,,,ジゾク,ジゾク,漢,持続,ジゾク,17905
,I,可能,可能,カノウ,形状詞-一般,,,カノー,カノウ,漢,可能,カノウ,6969
,I,性,性,セイ,接尾辞-名詞的-一般,,,セー,セイ,漢,性,セイ,19682
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,実現,実現,ジツゲン,名詞-普通名詞-サ変可能,,,ジツゲン,ジツゲン,漢,実現,ジツゲン,17974
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,マーケット,マーケット-market,マーケット,名詞-普通名詞-一般,,,マーケット,マーケット,外,マーケット,マーケット,36204
,I,から,から,カラ,助詞-格助詞,,,カラ,カラ,和,から,カラ,7219
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,信認,信認,シンニン,名詞-普通名詞-サ変可能,,,シンニン,シンニン,漢,信認,シンニン,42167
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,確保,確保,カクホ,名詞-普通名詞-サ変可能,,,カクホ,カクホ,漢,確保,カクホ,6233
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,いき,行く,イク,動詞-非自立可能,五段-カ行,連用形-一般,イキ,イキ,和,いく,イク,1713
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,この,此の,コノ,連体詞,,,コノ,コノ,和,この,コノ,12905
,I,内閣,内閣,ナイカク,名詞-普通名詞-一般,,,ナイカク,ナイカク,漢,内閣,ナイカク,27449
,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
,I,最,最,サイ,接頭辞,,,サイ,サイ,漢,最,サイ,13633
,I,優先,優先,ユウセン,名詞-普通名詞-サ変可能,,,ユーセン,ユウセン,漢,優先,ユウセン,38684
,I,で,で,デ,助詞-格助詞,,,デ,デ,和,で,デ,25518
,I,取り組む,取り組む,トリクム,動詞-一般,五段-マ行,連体形-一般,トリクム,トリクム,和,取り組む,トリクム,26780
,I,こと,事,コト,名詞-普通名詞-一般,,,コト,コト,和,こと,コト,12836
,I,は,は,ハ,助詞-係助詞,,,ワ,ハ,和,は,ハ,29321
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,国民,国民,コクミン,名詞-普通名詞-一般,,,コクミン,コクミン,漢,国民,コクミン,12579
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,皆,皆,ミナ,名詞-普通名詞-副詞可能,,,ミナ,ミナ,和,皆,ミナ,36678
,I,様,様,サマ,接尾辞-名詞的-一般,,,サマ,サマ,和,様,サマ,14374
,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
,I,直面,直面,チョクメン,名詞-普通名詞-サ変可能,,,チョクメン,チョクメン,漢,直面,チョクメン,24168
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,いる,居る,イル,動詞-非自立可能,上一段-ア行,連体形-一般,イル,イル,和,いる,イル,2585
,I,物価,物価,ブッカ,名詞-普通名詞-一般,,,ブッカ,ブッカ,漢,物価,ブッカ,33365
,I,高,高,ダカ,接尾辞-名詞的-一般,,,ダカ,ダカ,和,高,ダカ,23103
,I,へ,へ,ヘ,助詞-格助詞,,,エ,ヘ,和,へ,ヘ,33819
